foglio,particella,national_ref,rights,genova_particella,displayed_in_current_focus_foglio_13
9,162,H833_000900.162,Proprietà 1/1,162,False
9,164,H833_000900.164,Proprietà 1/1,164,False
9,192,H833_000900.192,Proprietà 1/1,192,False
9,195,H833_000900.195,Proprietà 1/1,195,False
9,200,H833_000900.200,Comproprietà,200,False
9,201,H833_000900.201,Comproprietà,201,False
9,202,H833_000900.202,Comproprietà,202,False
9,203,H833_000900.203,Comproprietà,203,False
9,204,H833_000900.204,Comproprietà,204,False
9,205,H833_000900.205,Comproprietà,205,False
9,207,H833_000900.207,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),207,False
9,212,H833_000900.212,Proprietà 1/3 e Proprietà 2/3 (Totale 100%),212,False
9,232,H833_000900.232,Comproprietà,232,False
9,244,H833_000900.244,Comproprietà,244,False
9,281,H833_000900.281,Comproprietà / Proprietà 1/1 (diritti diversi su fogli catastali diversi),281,False
9,314,H833_000900.314,Proprietà 1/1,314,False
9,343,H833_000900.343,Proprietà 1/1,343,False
9,374,H833_000900.374,Proprietà 1/1 (Fabbricato),374,False
